Date,Event,Opponent,Map,Win Round,Lose Round,Result,Opponent Tier
20 ,DreamHack Open Fall ,SwedenNinjasinPyjamas,Inferno,16,11,W,1
20 ,DreamHack Open Fall ,SwedenNinjasinPyjamas,Overpass,12,16,L,1
20 ,DreamHack Open Fall ,DenmarkAstralis,Overpass,7,16,L,1
20 ,DreamHack Open Fall ,DenmarkAstralis,Dust2,16,7,W,1
20 ,DreamHack Open Fall ,DenmarkAstralis,Inferno,12,16,L,1
20 ,DreamHack Open Fall ,DenmarkNorth,Overpass,16,10,W,2
20 ,DreamHack Open Fall ,DenmarkNorth,Inferno,16,9,W,2
20 ,DreamHack Open Fall ,EuropeOG,Overpass,16,14,W,1
20 ,DreamHack Open Fall ,EuropeOG,Inferno,13,16,L,1
20 ,DreamHack Open Fall ,EuropeOG,Mirage,16,12,W,1
20 ,DreamHack Open Fall ,FranceVitality,Mirage,10,16,L,1
20 ,DreamHack Open Fall ,FranceVitality,Nuke,6,16,L,1
20 ,DreamHack Open Fall ,FranceVitality,Inferno,16,5,W,1
20 ,DreamHack Open Fall ,EuropeOG,Inferno,16,11,W,1
20 ,DreamHack Open Fall ,EuropeOG,Train,16,11,W,1
20 ,DreamHack Open Fall ,EuropeOG,Mirage,5,16,L,1
20 ,IEM New York ,EuropeOG,Mirage,9,16,L,1
20 ,IEM New York ,EuropeOG,Inferno,16,11,W,1
20 ,IEM New York ,EuropeOG,Train,13,16,L,1
20 ,IEM New York ,DenmarkComplexity,Vertigo,16,14,W,2
20 ,IEM New York ,DenmarkComplexity,Train,19,16,W,2
20 ,IEM New York ,FranceG2,Vertigo,19,16,W,1
20 ,IEM New York ,FranceG2,Inferno,16,13,W,1
20 ,IEM New York ,FranceVitality,Overpass,16,19,L,1
20 ,IEM New York ,FranceVitality,Vertigo,19,17,W,1
20 ,IEM New York ,FranceVitality,Inferno,12,16,L,1
20 ,ESL Pro League Season ,SwedenNinjasinPyjamas,Inferno,16,11,W,1
20 ,ESL Pro League Season ,SwedenNinjasinPyjamas,Nuke,16,14,W,1
20 ,ESL Pro League Season ,DenmarkAstralis,Train,8,16,L,1
20 ,ESL Pro League Season ,DenmarkAstralis,Inferno,16,9,W,1
20 ,ESL Pro League Season ,DenmarkAstralis,Nuke,6,16,L,1
20 ,ESL Pro League Season ,FranceVitality,Dust2,8,16,L,1
20 ,ESL Pro League Season ,FranceVitality,Inferno,13,16,L,1
20 ,ESL Pro League Season ,EuropeComplexity,Vertigo,13,16,L,2
20 ,ESL Pro League Season ,EuropeComplexity,Nuke,22,18,W,2
20 ,ESL Pro League Season ,EuropeComplexity,Mirage,4,16,L,2
20 ,ESL Pro League Season ,EuropeFaZe,Nuke,16,4,W,1
20 ,ESL Pro League Season ,EuropeFaZe,Inferno,16,11,W,1
20 ,ESL Pro League Season ,EuropeMOUZ,Train,14,16,L,1
20 ,ESL Pro League Season ,EuropeMOUZ,Inferno,16,13,W,1
20 ,ESL Pro League Season ,EuropeMOUZ,Dust2,8,16,L,1
20 ,ESL Pro League Season ,RussiaSpirit,Train,16,7,W,1
20 ,ESL Pro League Season ,RussiaSpirit,Inferno,16,11,W,1
20 ,ESL Pro League Season ,RussiaSpirit,Dust2,10,16,L,1
20 ,ESL One Cologne ,DenmarkHeroic,Overpass,11,16,L,1
20 ,ESL One Cologne ,DenmarkHeroic,Vertigo,11,16,L,1
20 ,ESL One Cologne ,FranceHeretics,Mirage,16,9,W,3
20 ,ESL One Cologne ,FranceHeretics,Inferno,16,7,W,3
20 ,ESL One Cologne ,FranceHeretics,Nuke,8,16,L,3
20 ,ESL One Cologne ,DenmarkAstralis,Train,17,19,L,1
20 ,ESL One Cologne ,DenmarkAstralis,Nuke,5,16,L,1
20 ,cs_summit ,EuropeGODSENT,Dust2,14,16,L,2
20 ,cs_summit ,EuropeGODSENT,Nuke,8,16,L,2
20 ,cs_summit ,EuropeGODSENT,Inferno,16,11,W,2
20 ,cs_summit ,DenmarkHeroic,Inferno,13,16,L,1
20 ,cs_summit ,DenmarkHeroic,Nuke,19,17,W,1
20 ,cs_summit ,DenmarkHeroic,Train,13,16,L,1
20 ,cs_summit ,GermanyBIG,Nuke,10,16,L,3
20 ,cs_summit ,GermanyBIG,Overpass,13,16,L,3
20 ,cs_summit ,SwedenNinjasinPyjamas,Inferno,16,13,W,1
20 ,cs_summit ,SwedenNinjasinPyjamas,Overpass,19,17,W,1
20 ,cs_summit ,FranceG2,Dust2,16,10,W,1
20 ,cs_summit ,FranceG2,Train,16,11,W,1
20 ,cs_summit ,EuropeMOUZ,Nuke,16,4,W,1
20 ,cs_summit ,EuropeMOUZ,Inferno,16,14,W,1
20 ,cs_summit ,FranceG2,Train,7,16,L,1
20 ,cs_summit ,FranceG2,Nuke,8,16,L,1
20 ,cs_summit ,Europec0ntact,Overpass,16,7,W,3
20 ,cs_summit ,Europec0ntact,Train,17,19,L,3
20 ,cs_summit ,Europec0ntact,Mirage,16,3,W,3
20 ,cs_summit ,PolandPACT,Inferno,16,5,W,3
20 ,cs_summit ,PolandPACT,Train,16,7,W,3
20 ,cs_summit ,DenmarkHeroic,Nuke,10,16,L,1
20 ,cs_summit ,DenmarkHeroic,Train,16,19,L,1
20 ,cs_summit ,EuropeNordavind,Overpass,19,16,W,3
20 ,cs_summit ,EuropeNordavind,Inferno,2,16,L,3
20 ,cs_summit ,EuropeNordavind,Mirage,16,8,W,3
20 ,DreamHack Masters Spring ,DenmarkMADLions,Mirage,10,16,L,3
20 ,DreamHack Masters Spring ,DenmarkMADLions,Train,16,5,W,3
20 ,DreamHack Masters Spring ,DenmarkMADLions,Nuke,7,16,L,3
20 ,DreamHack Masters Spring ,EuropeComplexity,Mirage,16,6,W,2
20 ,DreamHack Masters Spring ,EuropeComplexity,Nuke,17,19,L,2
20 ,DreamHack Masters Spring ,EuropeComplexity,Train,16,11,W,2
20 ,BLAST Premier Spring ,FranceVitality,Inferno,9,16,L,1
20 ,BLAST Premier Spring ,FranceVitality,Nuke,10,16,L,1
20 ,BLAST Premier Spring ,SwedenDignitas,Dust2,16,9,W,2
20 ,BLAST Premier Spring ,EuropeMOUZ,Train,16,14,W,1
20 ,BLAST Premier Spring ,EuropeVirtus.pro,Train,16,7,W,1
20 ,BLAST Premier Spring ,DenmarkMADLions,Mirage,10,16,L,3
20 ,DreamHack Masters Spring ,EuropeFaZe,Overpass,13,16,L,1
20 ,DreamHack Masters Spring ,EuropeFaZe,Dust2,14,16,L,1
20 ,DreamHack Masters Spring ,EuropeGODSENT,Train,16,3,W,2
20 ,DreamHack Masters Spring ,EuropeGODSENT,Inferno,16,14,W,2
20 ,DreamHack Masters Spring ,EuropeGODSENT,Nuke,15,19,L,2
20 ,DreamHack Masters Spring ,RussiaSpirit,Inferno,14,16,L,1
20 ,DreamHack Masters Spring ,RussiaSpirit,Nuke,3,16,L,1
20 ,DreamHack Masters Spring ,SpainMovistarRiders,Inferno,2,16,L,2
20 ,DreamHack Masters Spring ,SpainMovistarRiders,Train,20,22,L,2
20 ,DreamHack Masters Spring ,SwedenNinjasinPyjamas,Inferno,12,16,L,1
20 ,DreamHack Masters Spring ,SwedenNinjasinPyjamas,Mirage,10,16,L,1
20 ,DreamHack Masters Spring ,SwedenNinjasinPyjamas,Overpass,16,9,W,1
20 ,DreamHack Masters Spring ,EuropeComplexity,Inferno,19,16,W,2
20 ,DreamHack Masters Spring ,EuropeComplexity,Nuke,16,14,W,2
20 ,DreamHack Masters Spring ,FranceVitality,Mirage,11,16,L,1
20 ,DreamHack Masters Spring ,FranceVitality,Inferno,22,20,W,1
20 ,DreamHack Masters Spring ,FranceVitality,Dust2,13,16,L,1
20 ,DreamHack Masters Spring ,FranceHeretics,Overpass,16,8,W,3
20 ,DreamHack Masters Spring ,FranceHeretics,Inferno,16,14,W,3
20 ,DreamHack Masters Spring ,FranceHeretics,Nuke,14,16,L,3
20 ,DreamHack Masters Spring ,SwedenDignitas,Dust2,14,16,L,2
20 ,DreamHack Masters Spring ,SwedenDignitas,Overpass,22,25,L,2
20 ,DreamHack Masters Spring ,SwedenDignitas,Train,19,17,W,2
20 ,DreamHack Masters Spring ,DenmarkAstralis,Overpass,16,12,W,1
20 ,DreamHack Masters Spring ,DenmarkAstralis,Inferno,16,19,L,1
20 ,DreamHack Masters Spring ,DenmarkAstralis,Train,16,9,W,1
20 ,DreamHack Masters Spring ,FinlandENCE,Mirage,13,16,L,1
20 ,DreamHack Masters Spring ,FinlandENCE,Dust2,14,16,L,1
20 ,ESL Pro League Season ,EuropeMOUZ,Mirage,16,12,W,1
20 ,ESL Pro League Season ,EuropeMOUZ,Nuke,16,1,W,1
20 ,ESL Pro League Season ,EuropeMOUZ,Vertigo,11,16,L,1
20 ,ESL Pro League Season ,EuropeMOUZ,Dust2,7,16,L,1
20 ,ESL Pro League Season ,EuropeMOUZ,Overpass,16,11,W,1
20 ,ESL Pro League Season ,UkraineNatusVincere,Nuke,16,9,W,1
20 ,ESL Pro League Season ,UkraineNatusVincere,Inferno,16,13,W,1
20 ,ESL Pro League Season ,EuropeMOUZ,Nuke,16,7,W,1
20 ,ESL Pro League Season ,EuropeMOUZ,Inferno,16,13,W,1
20 ,ESL Pro League Season ,EuropeOG,Dust2,13,16,L,1
20 ,ESL Pro League Season ,EuropeOG,Mirage,15,19,L,1
20 ,ESL Pro League Season ,EuropeOG,Inferno,16,12,W,1
20 ,ESL Pro League Season ,DenmarkAstralis,Inferno,16,14,W,1
20 ,ESL Pro League Season ,DenmarkAstralis,Nuke,11,16,L,1
20 ,ESL Pro League Season ,DenmarkAstralis,Dust2,16,13,W,1
20 ,ESL Pro League Season ,EuropeFaZe,Inferno,16,6,W,1
20 ,ESL Pro League Season ,EuropeFaZe,Overpass,16,11,W,1
20 ,ESL Pro League Season ,EuropeFaZe,Mirage,8,16,L,1
20 ,ESL Pro League Season ,SwedenNinjasinPyjamas,Train,16,5,W,1
20 ,ESL Pro League Season ,SwedenNinjasinPyjamas,Mirage,16,5,W,1
20 ,ESL Pro League Season ,SwedenNinjasinPyjamas,Overpass,2,16,L,1
20 ,ESL Pro League Season ,UkraineNatusVincere,Dust2,11,16,L,1
20 ,ESL Pro League Season ,UkraineNatusVincere,Overpass,10,16,L,1
20 ,ESL Pro League Season ,RussiaFORZE,Dust2,16,12,W,2
20 ,ESL Pro League Season ,RussiaFORZE,Mirage,7,16,L,2
20 ,ESL Pro League Season ,RussiaFORZE,Nuke,16,14,W,2
20 ,ESL Pro League Season ,DenmarkNorth,Mirage,16,8,W,2
20 ,ESL Pro League Season ,DenmarkNorth,Overpass,9,16,L,2
20 ,ESL Pro League Season ,DenmarkNorth,Vertigo,16,12,W,2
20 ,ESL Pro League Season ,EuropeComplexity,Dust2,16,6,W,2
20 ,ESL Pro League Season ,EuropeComplexity,Mirage,16,9,W,2
20 ,ESL Pro League Season ,GermanyBIG,Mirage,12,16,L,3
20 ,ESL Pro League Season ,GermanyBIG,Overpass,16,7,W,3
20 ,ESL Pro League Season ,GermanyBIG,Inferno,7,16,L,3
20 ,Europe Minor Closed Qualifier - ESL One Rio ,SwedenDignitas,Overpass,16,3,W,2
20 ,Europe Minor Closed Qualifier - ESL One Rio ,SwedenDignitas,Inferno,19,15,W,2
20 ,Europe Minor Closed Qualifier - ESL One Rio ,SwedenDignitas,Vertigo,18,22,L,2
20 ,Europe Minor Closed Qualifier - ESL One Rio ,EuropeSMASH,Inferno,16,6,W,3
20 ,Europe Minor Closed Qualifier - ESL One Rio ,EuropeSMASH,Mirage,16,7,W,3
20 ,IEM Katowice ,FranceG2,Train,12,16,L,1
20 ,IEM Katowice ,FranceG2,Dust2,16,11,W,1
20 ,IEM Katowice ,FranceG2,Inferno,12,16,L,1
20 ,IEM Katowice ,Australia100Thieves,Mirage,19,16,W,3
20 ,IEM Katowice ,Australia100Thieves,Inferno,19,16,W,3
20 ,IEM Katowice ,DenmarkAstralis,Vertigo,8,16,L,1
20 ,IEM Katowice ,DenmarkAstralis,Overpass,9,16,L,1
20 ,IEM Katowice ,UkraineNatusVincere,Mirage,16,12,W,1
20 ,IEM Katowice ,UkraineNatusVincere,Inferno,14,16,L,1
20 ,IEM Katowice ,UkraineNatusVincere,Dust2,16,7,W,1
20 ,IEM Katowice ,AustraliaRenegades,Inferno,16,14,W,1
20 ,IEM Katowice ,AustraliaRenegades,Dust2,16,4,W,1
19 ,ESL Pro League Season ,EuropeMOUZ,Mirage,11,16,L,1
19 ,ESL Pro League Season ,EuropeMOUZ,Train,10,16,L,1
19 ,ESL Pro League Season ,EuropeMOUZ,Inferno,11,16,L,1
19 ,ESL Pro League Season ,UkraineNatusVincere,Overpass,16,6,W,1
19 ,ESL Pro League Season ,UkraineNatusVincere,Nuke,16,11,W,1
19 ,ESL Pro League Season ,UkraineNatusVincere,Inferno,14,16,L,1
19 ,ESL Pro League Season ,UnitedStatesLiquid,Inferno,16,8,W,1
19 ,ESL Pro League Season ,UnitedStatesLiquid,Overpass,16,11,W,1
19 ,ESL Pro League Season ,Australia100Thieves,Mirage,16,5,W,3
19 ,ESL Pro League Season ,Australia100Thieves,Train,16,13,W,3
19 ,ESL Pro League Season ,BrazilMIBR,Vertigo,16,11,W,2
19 ,ESL Pro League Season ,BrazilMIBR,Dust2,16,19,L,2
19 ,ESL Pro League Season ,BrazilMIBR,Inferno,16,10,W,2
19 ,ESL Pro League Season ,DenmarkHeroic,Overpass,16,13,W,1
19 ,ESL Pro League Season ,DenmarkHeroic,Vertigo,16,13,W,1
19 ,ESL Pro League Season ,DenmarkHeroic,Inferno,9,16,L,1
19 ,ESL Pro League Season ,UnitedStatesEvilGeniuses,Mirage,3,16,L,2
19 ,ECS Season ,UnitedStatesLiquid,Mirage,10,16,L,1
19 ,ECS Season ,UnitedStatesLiquid,Inferno,6,16,L,1
19 ,ECS Season ,UnitedStatesLiquid,Overpass,16,6,W,1
19 ,ECS Season ,BrazilMIBR,Inferno,16,13,W,2
19 ,ECS Season ,BrazilMIBR,Vertigo,16,9,W,2
19 ,ECS Season ,DenmarkAstralis,Inferno,14,16,L,1
19 ,ECS Season ,DenmarkAstralis,Nuke,6,16,L,1
19 ,ECS Season ,BrazilMIBR,Inferno,16,9,W,2
19 ,ESL Pro League Season ,EuropeFaZe,Train,9,16,L,1
19 ,ESL Pro League Season ,EuropeFaZe,Inferno,16,7,W,1
19 ,ESL Pro League Season ,EuropeFaZe,Overpass,5,16,L,1
19 ,ESL Pro League Season ,FranceVitality,Inferno,16,9,W,1
19 ,ESL Pro League Season ,FranceVitality,Mirage,16,9,W,1
19 ,ESL Pro League Season ,FranceVitality,Nuke,9,16,L,1
19 ,ESL Pro League Season ,UkraineHellRaisers,Mirage,16,7,W,2
19 ,ESL Pro League Season ,UkraineHellRaisers,Inferno,16,11,W,2
19 ,ESL Pro League Season ,UkraineHellRaisers,Overpass,8,16,L,2
19 ,ECS Season ,PolandVirtus.pro,Mirage,16,7,W,1
19 ,ECS Season ,PolandVirtus.pro,Overpass,16,8,W,1
19 ,ECS Season ,DenmarkTricked,Inferno,16,11,W,3
19 ,ECS Season ,DenmarkTricked,Nuke,16,13,W,3
19 ,ECS Season ,GermanyBIG,Train,16,11,W,3
19 ,ECS Season ,GermanyBIG,Inferno,16,11,W,3
19 ,StarSeries i-League Season ,UnitedStatesEvilGeniuses,Mirage,9,16,L,2
19 ,StarSeries i-League Season ,UnitedStatesEvilGeniuses,Dust2,12,16,L,2
19 ,StarSeries i-League Season ,BrazilFURIA,Mirage,19,15,W,1
19 ,StarSeries i-League Season ,BrazilFURIA,Nuke,16,14,W,1
19 ,StarSeries i-League Season ,BrazilFURIA,Inferno,11,16,L,1
19 ,StarSeries i-League Season ,UnitedStatesEvilGeniuses,Inferno,13,16,L,2
19 ,StarSeries i-League Season ,UnitedStatesEvilGeniuses,Dust2,10,16,L,2
19 ,StarSeries i-League Season ,UnitedStatesEvilGeniuses,Mirage,16,2,W,2
19 ,StarSeries i-League Season ,FranceG2,Mirage,16,12,W,1
19 ,StarSeries i-League Season ,FranceG2,Dust2,14,16,L,1
19 ,StarSeries i-League Season ,FranceG2,Overpass,16,11,W,1
19 ,StarSeries i-League Season ,FranceVitality,Nuke,16,12,W,1
19 ,StarSeries i-League Season ,FranceVitality,Inferno,16,7,W,1
19 ,StarSeries i-League Season ,BrazilMIBR,Mirage,16,10,W,2
19 ,StarSeries i-League Season ,BrazilMIBR,Inferno,16,10,W,2
19 ,StarSeries i-League Season ,EuropeMOUZ,Inferno,16,12,W,1
19 ,StarSeries i-League Season ,EuropeMOUZ,Train,19,17,W,1
19 ,StarSeries i-League Season ,AustraliaRenegades,Inferno,13,16,L,1
19 ,StarSeries i-League Season ,AustraliaRenegades,Mirage,9,16,L,1
19 ,StarSeries i-League Season ,BrazilImperial,Inferno,16,14,W,3
19 ,StarSeries i-League Season ,BrazilImperial,Train,16,7,W,3
19 ,ESL Pro League Season ,DenmarkAstralis,Train,14,16,L,1
19 ,ESL Pro League Season ,DenmarkAstralis,Inferno,14,16,L,1
19 ,ESL Pro League Season ,PolandAristocracy,Mirage,16,8,W,3
19 ,ESL Pro League Season ,PolandAristocracy,Overpass,8,16,L,3
19 ,ESL Pro League Season ,PolandAristocracy,Train,16,11,W,3
19 ,ESL Pro League Season ,DenmarkNorth,Inferno,16,11,W,2
19 ,ESL Pro League Season ,DenmarkNorth,Nuke,16,11,W,2
19 ,DreamHack Masters Malmö ,FranceVitality,Mirage,16,13,W,1
19 ,DreamHack Masters Malmö ,FranceVitality,Inferno,19,16,W,1
19 ,DreamHack Masters Malmö ,FranceVitality,Dust2,14,16,L,1
19 ,DreamHack Masters Malmö ,DenmarkAstralis,Nuke,25,23,W,1
19 ,DreamHack Masters Malmö ,DenmarkAstralis,Overpass,16,9,W,1
19 ,DreamHack Masters Malmö ,SwedenNinjasinPyjamas,Overpass,16,9,W,1
19 ,DreamHack Masters Malmö ,SwedenNinjasinPyjamas,Nuke,8,16,L,1
19 ,DreamHack Masters Malmö ,SwedenNinjasinPyjamas,Dust2,16,12,W,1
19 ,DreamHack Masters Malmö ,BrazilFURIA,Inferno,16,5,W,1
19 ,DreamHack Masters Malmö ,BrazilFURIA,Overpass,34,32,W,1
19 ,DreamHack Masters Malmö ,FranceG2,Train,16,5,W,1
19 ,DreamHack Masters Malmö ,FranceG2,Inferno,16,4,W,1
19 ,DreamHack Masters Malmö ,ChinaTYLOO,Dust2,16,10,W,3
19 ,DreamHack Masters Malmö ,ChinaTYLOO,Mirage,16,2,W,3
19 ,DreamHack Masters Malmö ,ChinaTYLOO,Inferno,13,16,L,3
19 ,DreamHack Masters Malmö ,FinlandENCE,Mirage,7,16,L,1
19 ,ECS Season ,KazakhstanAVANGAR,Train,13,16,L,3
19 ,ECS Season ,KazakhstanAVANGAR,Dust2,16,6,W,3
19 ,ECS Season ,KazakhstanAVANGAR,Mirage,14,16,L,3
19 ,ECS Season ,FranceHeretics,Mirage,16,9,W,3
19 ,ECS Season ,FranceHeretics,Dust2,16,14,W,3
19 ,Europe Minor - StarLadder Major ,EuropeCR4ZY,Dust2,13,16,L,3
19 ,Europe Minor - StarLadder Major ,EuropeCR4ZY,Train,13,16,L,3
19 ,Europe Minor - StarLadder Major ,EuropeMOUZ,Inferno,8,16,L,1
19 ,Europe Minor - StarLadder Major ,EuropeMOUZ,Dust2,13,16,L,1
19 ,Europe Minor - StarLadder Major ,DenmarkNorth,Train,16,9,W,2
19 ,Europe Minor - StarLadder Major ,DenmarkNorth,Nuke,16,2,W,2
19 ,Europe Minor - StarLadder Major ,SwedenAncient,Mirage,16,7,W,3
19 ,ESL One Cologne ,FranceVitality,Overpass,17,19,L,1
19 ,ESL One Cologne ,FranceVitality,Mirage,16,19,L,1
19 ,ESL One Cologne ,DenmarkAstralis,Nuke,6,16,L,1
19 ,ESL One Cologne ,DenmarkAstralis,Train,1,16,L,1
19 ,ESL One Cologne ,BrazilMIBR,Inferno,16,11,W,2
19 ,ESL Pro League Season ,DenmarkHeroic,Overpass,6,16,L,1
19 ,ESL Pro League Season ,DenmarkHeroic,Mirage,16,12,W,1
19 ,ESL Pro League Season ,DenmarkHeroic,Nuke,7,16,L,1
19 ,ESL Pro League Season ,AustraliaGrayhound,Train,16,13,W,3
19 ,ESL Pro League Season ,AustraliaGrayhound,Dust2,16,11,W,3
19 ,ESL Pro League Season ,UnitedStatesNRG,Nuke,12,16,L,3
19 ,Europe Minor Closed Qualifier - StarLadder Major ,GermanyBIG,Nuke,16,11,W,3
19 ,Europe Minor Closed Qualifier - StarLadder Major ,GermanyBIG,Overpass,16,10,W,3
19 ,Europe Minor Closed Qualifier - StarLadder Major ,DenmarkMaknitude,Mirage,16,4,W,3
19 ,Europe Minor Closed Qualifier - StarLadder Major ,DenmarkMaknitude,Nuke,16,9,W,3
19 ,DreamHack Masters Dallas ,AustraliaRenegades,Inferno,4,16,L,1
19 ,DreamHack Masters Dallas ,AustraliaRenegades,Train,16,9,W,1
19 ,DreamHack Masters Dallas ,AustraliaRenegades,Mirage,14,16,L,1
19 ,DreamHack Masters Dallas ,BrazilFURIA,Nuke,12,16,L,1
19 ,DreamHack Masters Dallas ,BrazilFURIA,Mirage,12,16,L,1
19 ,DreamHack Masters Dallas ,UnitedStatesCloud9,Train,16,7,W,1
19 ,ECS Season ,DenmarkOpTic,Vertigo,5,16,L,3
19 ,ECS Season ,DenmarkOpTic,Nuke,14,16,L,3
19 ,ECS Season ,DenmarkOpTic,Inferno,16,12,W,3
19 ,ECS Season ,KazakhstanAVANGAR,Train,16,14,W,3
19 ,ECS Season ,KazakhstanAVANGAR,Inferno,10,16,L,3
19 ,ECS Season ,KazakhstanAVANGAR,Mirage,16,12,W,3
19 ,ECS Season ,PolandVirtus.pro,Mirage,16,6,W,1
19 ,ECS Season ,PolandVirtus.pro,Inferno,16,14,W,1
19 ,ECS Season ,PolandVirtus.pro,Vertigo,12,16,L,1
19 ,ESL Pro League Season ,PolandAristocracy,Mirage,16,11,W,3
19 ,ESL Pro League Season ,PolandAristocracy,Nuke,16,13,W,3
19 ,ESL Pro League Season ,EuropeHellRaisers,Train,16,12,W,2
19 ,ESL Pro League Season ,EuropeHellRaisers,Overpass,15,19,L,2
19 ,ESL Pro League Season ,EuropeHellRaisers,Mirage,16,12,W,2
19 ,ESL Pro League Season ,DenmarkOpTic,Dust2,7,16,L,3
19 ,ESL Pro League Season ,DenmarkOpTic,Nuke,19,16,W,3
19 ,ESL Pro League Season ,DenmarkOpTic,Inferno,13,16,L,3
19 ,IEM Sydney ,UnitedStatesLiquid,Inferno,9,16,L,1
19 ,IEM Sydney ,UnitedStatesLiquid,Dust2,16,6,W,1
19 ,IEM Sydney ,UnitedStatesLiquid,Mirage,8,16,L,1
19 ,IEM Sydney ,UnitedStatesLiquid,Overpass,14,16,L,1
19 ,IEM Sydney ,UnitedStatesLiquid,Cache,16,10,W,1
19 ,IEM Sydney ,UnitedStatesNRG,Mirage,16,10,W,3
19 ,IEM Sydney ,UnitedStatesNRG,Train,8,16,L,3
19 ,IEM Sydney ,UnitedStatesNRG,Inferno,16,11,W,3
19 ,IEM Sydney ,SwedenNinjasinPyjamas,Dust2,22,20,W,1
19 ,IEM Sydney ,SwedenNinjasinPyjamas,Overpass,23,25,L,1
19 ,IEM Sydney ,SwedenNinjasinPyjamas,Cache,16,9,W,1
19 ,IEM Sydney ,AustraliaGrayhound,Inferno,16,12,W,3
19 ,IEM Sydney ,AustraliaGrayhound,Mirage,16,19,L,3
19 ,IEM Sydney ,AustraliaGrayhound,Overpass,16,2,W,3
19 ,IEM Sydney ,AustraliaChiefs,Inferno,16,4,W,3
19 ,IEM Sydney ,AustraliaChiefs,Mirage,16,9,W,3
19 ,IEM Sydney ,AustraliaChiefs,Dust2,14,16,L,3
19 ,IEM Sydney ,BrazilMIBR,Overpass,9,16,L,2
19 ,IEM Sydney ,BrazilMIBR,Nuke,4,16,L,2
19 ,IEM Sydney ,DenmarkHeroic,Train,16,7,W,1
19 ,ESL Pro League Season ,UkraineNatusVincere,Inferno,13,16,L,1
19 ,ESL Pro League Season ,UkraineNatusVincere,Overpass,16,8,W,1
19 ,ESL Pro League Season ,UkraineNatusVincere,Nuke,11,16,L,1
19 ,ESL Pro League Season ,BulgariaWindigo,Nuke,16,12,W,3
19 ,ESL Pro League Season ,BulgariaWindigo,Mirage,13,16,L,3
19 ,ESL Pro League Season ,BulgariaWindigo,Train,16,10,W,3
19 ,ESL Pro League Season ,FranceG2,Inferno,17,19,L,1
19 ,ESL Pro League Season ,FranceG2,Nuke,11,16,L,1
19 ,StarSeries i-League Season ,UkraineNatusVincere,Inferno,10,16,L,1
19 ,StarSeries i-League Season ,UkraineNatusVincere,Dust2,11,16,L,1
19 ,StarSeries i-League Season ,UkraineNatusVincere,Mirage,13,16,L,1
19 ,StarSeries i-League Season ,UnitedStatesNRG,Overpass,19,17,W,3
19 ,StarSeries i-League Season ,UnitedStatesNRG,Cache,19,17,W,3
19 ,StarSeries i-League Season ,DenmarkNorth,Inferno,16,1,W,2
19 ,StarSeries i-League Season ,DenmarkNorth,Nuke,10,16,L,2
19 ,StarSeries i-League Season ,DenmarkNorth,Mirage,16,6,W,2
19 ,StarSeries i-League Season ,FranceVitality,Nuke,16,12,W,1
19 ,StarSeries i-League Season ,FranceVitality,Mirage,16,6,W,1
19 ,StarSeries i-League Season ,UnitedStatesNRG,Nuke,19,15,W,3
19 ,StarSeries i-League Season ,UnitedStatesNRG,Cache,16,13,W,3
19 ,StarSeries i-League Season ,SwedenNinjasinPyjamas,Mirage,16,14,W,1
19 ,StarSeries i-League Season ,SwedenNinjasinPyjamas,Cache,19,16,W,1
19 ,StarSeries i-League Season ,SwedenNinjasinPyjamas,Overpass,14,16,L,1
19 ,ECS Season ,EuropeMOUZ,Inferno,15,19,L,1
19 ,ECS Season ,EuropeMOUZ,Dust2,8,16,L,1
19 ,WESG ,FranceG2,Dust2,8,16,L,1
19 ,WESG ,FranceG2,Inferno,8,16,L,1
19 ,WESG ,PolandAGO,Nuke,12,16,L,3
19 ,WESG ,PolandAGO,Cache,16,6,W,3
19 ,WESG ,PolandAGO,Inferno,0,16,L,3
19 ,WESG ,DenmarkOpTic,Overpass,16,11,W,3
19 ,WESG ,DenmarkOpTic,Mirage,16,14,W,3
19 ,WESG ,RussiaRussia,Mirage,16,12,W,3
19 ,WESG ,RussiaRussia,Dust2,16,12,W,3
19 ,WESG ,SpainMovistarRiders,Overpass,13,16,L,2
19 ,WESG ,SpainMovistarRiders,Inferno,16,5,W,2
19 ,WESG ,BulgariaWindigo,Overpass,9,16,L,3
19 ,WESG ,BulgariaWindigo,Inferno,16,8,W,3
19 ,IEM Katowice ,FranceG2,Overpass,5,16,L,1
19 ,IEM Katowice ,FranceG2,Dust2,8,16,L,1
19 ,IEM Katowice ,FranceG2,Mirage,16,8,W,1
19 ,IEM Katowice ,AustraliaGrayhound,Overpass,16,11,W,3
19 ,IEM Katowice ,AustraliaGrayhound,Inferno,16,9,W,3
19 ,IEM Katowice ,RussiaWinstrike,Train,11,16,L,3
19 ,IEM Katowice ,ChinaViCi,Overpass,9,16,L,3
19 ,iBUYPOWER Masters ,UnitedStatesLiquid,Dust2,9,16,L,1
19 ,iBUYPOWER Masters ,UnitedStatesLiquid,Mirage,19,17,W,1
19 ,iBUYPOWER Masters ,UnitedStatesLiquid,Cache,6,16,L,1
19 ,iBUYPOWER Masters ,UnitedStatesCloud9,Mirage,16,14,W,1
19 ,iBUYPOWER Masters ,NorthAmericaComplexity,Train,16,14,W,2
19 ,iBUYPOWER Masters ,UnitedStatesCloud9,Overpass,7,16,L,1
18 ,PLG Grand Slam ,FranceG2,Mirage,16,14,W,1
