Date,Team,Opponent,Map,Kill,Death,Diff,Rating,Round Lose,Round Win,Tier
12/12/21,TurkeyEternal Fire,GermanySprout,inf,15,16,-1,0.87,16,7,2
12/12/21,TurkeyEternal Fire,RussiaFORZE,d2,18,16,2,1.19,11,16,2
12/12/21,TurkeyEternal Fire,RussiaFORZE,inf,19,21,-2,0.96,14,16,2
12/12/21,TurkeyEternal Fire,RussiaFORZE,mrg,24,22,2,1.26,16,11,2
11/12/21,TurkeyEternal Fire,SwedenSavage,d2,4,19,-15,0.31,16,5,3
11/12/21,TurkeyEternal Fire,SwedenSavage,inf,17,21,-4,1.05,16,10,3
11/12/21,TurkeyEternal Fire,Czech RepublicSINNERS,inf,28,12,16,1.93,7,16,2
11/12/21,TurkeyEternal Fire,Czech RepublicSINNERS,mrg,23,19,4,1.29,14,16,2
06/12/21,TurkeyEternal Fire,SwedenDignitas,nuke,18,22,-4,0.99,16,9,2
06/12/21,TurkeyEternal Fire,SwedenDignitas,vtg,21,28,-7,0.97,19,16,2
05/12/21,TurkeyEternal Fire,SwedenGamerLegion,mrg,21,24,-3,0.82,16,14,2
05/12/21,TurkeyEternal Fire,SwedenGamerLegion,ovp,21,20,1,1.04,16,13,2
05/12/21,TurkeyEternal Fire,SwedenGamerLegion,vtg,17,14,3,1.53,4,16,2
04/12/21,TurkeyEternal Fire,DenmarkMASONIC,d2,23,13,10,1.62,8,16,3
04/12/21,TurkeyEternal Fire,DenmarkMASONIC,nuke,25,12,13,1.86,7,16,3
04/12/21,TurkeyEternal Fire,United KingdomCoalesce,vtg,18,15,3,1.5,7,16,3
04/12/21,TurkeyEternal Fire,United KingdomCoalesce,nuke,16,8,8,1.44,4,16,3
03/12/21,TurkeyEternal Fire,Czech RepublicSINNERS,mrg,21,15,6,1.34,7,16,2
03/12/21,TurkeyEternal Fire,BrazilSharks,vtg,22,15,7,1.38,9,16,3
02/12/21,TurkeyEternal Fire,Germanycowana,inf,26,12,14,1.79,6,16,3
02/12/21,TurkeyEternal Fire,Germanycowana,d2,20,16,4,1.41,10,16,3
02/12/21,TurkeyEternal Fire,SwedenGamerLegion,mrg,17,11,6,1.27,7,16,2
02/12/21,TurkeyEternal Fire,DenmarkAGF,ovp,25,27,-2,1.19,17,19,3
01/12/21,TurkeyEternal Fire,DenmarkECSTATIC,inf,23,16,7,1.31,16,12,3
01/12/21,TurkeyEternal Fire,DenmarkECSTATIC,nuke,14,21,-7,0.87,16,11,3
30/11/21,TurkeyEternal Fire,BulgariaFATE,nuke,24,11,13,1.81,7,16,3
30/11/21,TurkeyEternal Fire,BulgariaFATE,inf,26,16,10,1.39,12,16,3
29/11/21,TurkeyEternal Fire,Bosnia and HerzegovinaMarten,vtg,23,8,15,2.2,3,16,3
29/11/21,TurkeyEternal Fire,Bosnia and HerzegovinaMarten,inf,19,12,7,1.29,9,16,3
28/11/21,TurkeyEternal Fire,DenmarkECSTATIC,inf,16,16,0,1.15,16,7,3
28/11/21,TurkeyEternal Fire,DenmarkECSTATIC,nuke,11,17,-6,0.88,16,6,3
26/11/21,TurkeyEternal Fire,FranceLDLC,vtg,16,19,-3,1.04,16,9,3
26/11/21,TurkeyEternal Fire,FranceLDLC,inf,20,22,-2,1.09,16,14,3
25/11/21,TurkeyEternal Fire,AustraliaRenegades,mrg,19,13,6,1.24,8,16,1
25/11/21,TurkeyEternal Fire,AustraliaRenegades,vtg,19,14,5,1.32,11,16,1
25/11/21,TurkeyEternal Fire,PolandWisla Krakow,d2,22,12,10,1.73,6,16,3
25/11/21,TurkeyEternal Fire,PolandWisla Krakow,nuke,25,19,6,1.39,12,16,3
23/11/21,TurkeyEternal Fire,EuropeEndpoint,vtg,19,18,1,1.17,16,11,2
23/11/21,TurkeyEternal Fire,EuropeEndpoint,d2,26,20,6,1.43,12,16,2
23/11/21,TurkeyEternal Fire,EuropeEndpoint,mrg,36,34,2,1.15,25,23,2
20/11/21,TurkeyEternal Fire,United Kingdomfnatic,ovp,11,18,-7,0.66,16,7,1
20/11/21,TurkeyEternal Fire,United Kingdomfnatic,inf,8,14,-6,0.95,16,2,1
20/11/21,TurkeyEternal Fire,United Kingdomfnatic,vtg,29,22,7,1.51,13,16,1
19/11/21,TurkeyEternal Fire,KosovoBLINK,vtg,14,14,0,1,8,16,3
19/11/21,TurkeyEternal Fire,KosovoBLINK,inf,22,19,3,1.31,16,13,3
19/11/21,TurkeyEternal Fire,KosovoBLINK,mrg,16,13,3,1.23,6,16,3
18/11/21,TurkeyEternal Fire,RussiaEntropiq,mrg,19,11,8,1.52,9,16,2
18/11/21,TurkeyEternal Fire,RussiaEntropiq,d2,22,11,11,1.48,6,16,2
17/11/21,TurkeyEternal Fire,EuropeAmbush,vtg,19,16,3,1.26,12,16,3
17/11/21,TurkeyEternal Fire,EuropeROYALS,nuke,28,18,10,1.67,10,16,3
16/11/21,TurkeyEternal Fire,DenmarkECSTATIC,inf,24,14,10,1.42,11,16,3
16/11/21,TurkeyEternal Fire,DenmarkECSTATIC,ovp,17,17,0,0.98,16,8,3
16/11/21,TurkeyEternal Fire,DenmarkECSTATIC,vtg,17,11,6,1.48,5,16,3
15/11/21,TurkeyEternal Fire,RussiaINDE IRAE,vtg,21,16,5,1.2,10,16,3
15/11/21,TurkeyEternal Fire,RussiaINDE IRAE,mrg,16,11,5,1.31,8,16,3
11/11/21,TurkeyEternal Fire,EuropeVirtus.pro,d2,22,23,-1,1.11,14,16,1
11/11/21,TurkeyEternal Fire,EuropeVirtus.pro,ovp,25,21,4,1.26,16,13,1
11/11/21,TurkeyEternal Fire,EuropeVirtus.pro,inf,21,20,1,1.18,16,19,1
25/10/21,TurkeyEternal Fire,SlovakiaEnterprise,nuke,21,8,13,1.98,2,16,3
25/10/21,TurkeyEternal Fire,SlovakiaEnterprise,inf,14,17,-3,1,8,16,3
24/10/21,TurkeyEternal Fire,TurkeyThunderbolts,mrg,14,14,0,1.12,5,16,3
24/10/21,TurkeyEternal Fire,TurkeyThunderbolts,ovp,16,12,4,1.38,1,16,3
23/10/21,TurkeyEternal Fire,TurkeySahangiller,ovp,23,12,11,1.8,5,16,3
23/10/21,TurkeyEternal Fire,TurkeySahangiller,vtg,26,12,14,1.8,6,16,3
22/10/21,TurkeyEternal Fire,BulgariaFiend,inf,13,17,-4,1.05,16,6,3
22/10/21,TurkeyEternal Fire,BulgariaFiend,mrg,25,20,5,1.31,14,16,3
22/10/21,TurkeyEternal Fire,BulgariaFiend,nuke,17,20,-3,1.02,16,9,3
20/10/21,TurkeyEternal Fire,RussiaFORZE,mrg,28,21,7,1.32,16,13,2
20/10/21,TurkeyEternal Fire,RussiaFORZE,nuke,16,21,-5,0.79,16,14,2
20/10/21,TurkeyEternal Fire,United Kingdomfnatic,inf,16,17,-1,1,16,8,1
20/10/21,TurkeyEternal Fire,United Kingdomfnatic,ovp,20,24,-4,1.08,13,16,1
20/10/21,TurkeyEternal Fire,United Kingdomfnatic,vtg,16,17,-1,1.01,16,9,1
16/10/21,TurkeyEternal Fire,PolandWisla Krakow,nuke,22,26,-4,1.01,19,15,3
12/10/21,TurkeyEternal Fire,PortugalSAW,ovp,16,20,-4,0.88,16,10,2
12/10/21,TurkeyEternal Fire,PortugalSAW,nuke,19,21,-2,1.1,16,14,2
11/10/21,TurkeyEternal Fire,BulgariaSKADE,vtg,11,18,-7,0.74,16,4,1
11/10/21,TurkeyEternal Fire,BulgariaSKADE,mrg,14,20,-6,0.85,16,10,1
10/10/21,TurkeyEternal Fire,EuropeFunPlus Phoenix,nuke,27,24,3,1.32,19,16,3
10/10/21,TurkeyEternal Fire,EuropeFunPlus Phoenix,d2,21,17,4,1.21,14,16,3
10/10/21,TurkeyEternal Fire,EuropeFunPlus Phoenix,inf,9,17,-8,0.68,16,6,3
10/10/21,TurkeyEternal Fire,Czech RepublicSINNERS,nuke,27,18,9,1.53,12,16,2
10/10/21,TurkeyEternal Fire,PolandPACT,ovp,32,11,21,2.19,7,16,3
08/10/21,TurkeyEternal Fire,SwedenGamerLegion,ovp,22,16,6,1.2,10,16,2
08/10/21,TurkeyEternal Fire,SwedenGamerLegion,mrg,20,20,0,1.15,16,12,2
08/10/21,TurkeyEternal Fire,SwedenGamerLegion,nuke,29,17,12,1.6,13,16,2
07/10/21,TurkeyEternal Fire,BelarusNemiga,inf,15,17,-2,0.93,16,4,3
07/10/21,TurkeyEternal Fire,BelarusNemiga,ovp,13,23,-10,0.67,16,10,3
06/10/21,TurkeyEternal Fire,SwedenGalaxy Racer,inf,25,21,4,1.27,16,14,3
06/10/21,TurkeyEternal Fire,SwedenGalaxy Racer,ovp,31,18,13,1.97,8,16,3
06/10/21,TurkeyEternal Fire,SwedenGalaxy Racer,d2,20,18,2,1.07,16,11,3
05/10/21,TurkeyEternal Fire,RomaniaNexus,d2,21,20,1,1.1,14,16,3
05/10/21,TurkeyEternal Fire,RomaniaNexus,mrg,23,21,2,1.23,10,16,3
04/10/21,TurkeyEternal Fire,FinlandKOVA,nuke,22,8,14,1.89,5,16,3
04/10/21,TurkeyEternal Fire,FinlandKOVA,inf,21,17,4,1.55,8,16,3
28/9/21,TurkeyEternal Fire,UkraineDREAM UA,vtg,45,29,16,1.54,20,22,3
28/9/21,TurkeyEternal Fire,UkraineDREAM UA,nuke,28,16,12,1.74,10,16,3
28/9/21,TurkeyEternal Fire,RussiaEntropiq,ovp,15,19,-4,0.99,16,7,2
28/9/21,TurkeyEternal Fire,RussiaEntropiq,d2,9,18,-9,0.53,16,4,2
27/9/21,TurkeyEternal Fire,UkraineDREAM UA,inf,19,12,7,1.59,3,16,3
27/9/21,TurkeyEternal Fire,UkraineDREAM UA,vtg,17,7,10,1.48,4,16,3
21/9/21,TurkeyEternal Fire,RussiaEntropiq,nuke,24,20,4,1.21,16,14,2
21/9/21,TurkeyEternal Fire,RussiaEntropiq,vtg,11,17,-6,0.64,16,6,2
21/9/21,TurkeyEternal Fire,RussiaEntropiq,ovp,19,20,-1,1.14,14,16,2
20/9/21,TurkeyEternal Fire,RussiaSpirit,d2,17,18,-1,1.02,13,16,1
20/9/21,TurkeyEternal Fire,RussiaSpirit,inf,24,16,8,1.42,12,16,1
20/9/21,TurkeyEternal Fire,RussiaSpirit,mrg,22,22,0,1.12,16,12,1
18/9/21,TurkeyEternal Fire,DenmarkOPAA,ovp,41,27,14,1.6,20,22,3
18/9/21,TurkeyEternal Fire,DenmarkOPAA,vtg,19,15,4,1.19,9,16,3
17/9/21,TurkeyEternal Fire,UkraineB8,nuke,25,11,14,1.95,5,16,3
17/9/21,TurkeyEternal Fire,UkraineB8,vtg,19,8,11,1.72,3,16,3
17/9/21,TurkeyEternal Fire,PortugalSAW,inf,34,22,12,1.57,17,19,2
17/9/21,TurkeyEternal Fire,PortugalSAW,nuke,26,17,9,1.56,16,9,2
17/9/21,TurkeyEternal Fire,PortugalSAW,d2,19,18,1,1.18,12,16,2
16/9/21,TurkeyEternal Fire,Swedenfnatic,mrg,25,19,6,1.39,16,11,1
16/9/21,TurkeyEternal Fire,Swedenfnatic,vtg,20,20,0,1.27,16,13,1
14/9/21,TurkeyEternal Fire,SpainMovistar Riders,vtg,19,18,1,1.14,16,9,2
14/9/21,TurkeyEternal Fire,SpainMovistar Riders,nuke,14,19,-5,0.98,16,7,2
13/9/21,TurkeyEternal Fire,RomaniaInfinite,d2,16,16,0,1.23,5,16,3
13/9/21,TurkeyEternal Fire,RomaniaInfinite,inf,22,20,2,1.09,16,14,3
13/9/21,TurkeyEternal Fire,RomaniaInfinite,vtg,27,14,13,1.65,9,16,3
11/09/21,TurkeyEternal Fire,North MacedoniaBLUEJAYS,vtg,25,18,7,1.44,16,13,3
11/09/21,TurkeyEternal Fire,BulgariaFiend,d2,20,20,0,1.08,16,13,3
11/09/21,TurkeyEternal Fire,North MacedoniaBLUEJAYS,d2,24,17,7,1.44,12,16,3
04/09/21,TurkeyEternal Fire,Czech RepublicSINNERS,inf,16,13,3,1.06,16,2,2
25/8/21,TurkeyEternal Fire,North MacedoniaAIRLYA,inf,16,20,-4,0.9,16,11,3
25/8/21,TurkeyEternal Fire,North MacedoniaAIRLYA,mrg,22,21,1,1.29,16,11,3
25/8/21,TurkeyEternal Fire,North MacedoniaAIRLYA,d2,22,19,3,1.17,14,16,3
20/8/21,TurkeyEternal Fire,TurkeySangal,d2,23,10,13,1.6,7,16,3
20/8/21,TurkeyEternal Fire,TurkeySangal,inf,31,14,17,2.03,11,16,3
19/8/21,TurkeyEternal Fire,TurkeySangal,inf,25,20,5,1.23,12,16,3
19/8/21,TurkeyEternal Fire,TurkeySangal,mrg,20,21,-1,0.95,16,14,3
19/8/21,TurkeyEternal Fire,TurkeySangal,vtg,19,10,9,1.63,5,16,3
18/8/21,TurkeyEternal Fire,TurkeySahangiller,inf,28,11,17,2.07,5,16,3
18/8/21,TurkeyEternal Fire,TurkeySahangiller,d2,26,18,8,1.46,11,16,3
17/8/21,TurkeyEternal Fire,TurkeyIstanbul Wildcats,inf,21,14,7,1.53,5,16,3
17/8/21,TurkeyEternal Fire,TurkeyIstanbul Wildcats,d2,24,17,7,1.58,10,16,3
11/07/21,GermanyBIG,EuropeVirtus.pro,inf,22,26,-4,0.9,19,16,1
11/07/21,GermanyBIG,EuropeVirtus.pro,d2,20,23,-3,0.98,19,15,1
10/07/21,GermanyBIG,United StatesLiquid,nuke,23,19,4,1.29,13,16,1
10/07/21,GermanyBIG,United StatesLiquid,vtg,22,16,6,1.28,11,16,1
09/07/21,GermanyBIG,EuropeG2,inf,9,16,-7,0.72,16,4,1
09/07/21,GermanyBIG,EuropeG2,mrg,7,15,-8,0.45,16,1,1
09/07/21,GermanyBIG,EuropeG2,d2,16,12,4,1.2,8,16,1
08/07/21,GermanyBIG,EuropeVirtus.pro,inf,18,17,1,1.19,12,16,1
08/07/21,GermanyBIG,EuropeVirtus.pro,d2,17,18,-1,0.9,13,16,1
06/07/21,GermanyBIG,EuropeOG,mrg,22,24,-2,0.99,17,19,1
06/07/21,GermanyBIG,EuropeOG,d2,18,14,4,1.36,9,16,1
06/07/21,GermanyBIG,GermanySprout,d2,25,13,12,1.57,8,16,2
02/07/21,GermanyBIG,BulgariaSKADE,mrg,27,19,8,1.37,16,11,1
02/07/21,GermanyBIG,BulgariaSKADE,vtg,14,20,-6,0.88,16,6,1
02/07/21,GermanyBIG,BulgariaSKADE,ovp,29,25,4,1.18,16,19,1
27/6/21,GermanyBIG,BrazilFURIA,vtg,39,29,10,1.46,20,22,1
27/6/21,GermanyBIG,BrazilFURIA,inf,19,20,-1,0.84,16,19,1
27/6/21,GermanyBIG,BrazilFURIA,mrg,21,22,-1,1.11,16,14,1
26/6/21,GermanyBIG,EuropeMOUZ,vtg,16,17,-1,0.91,12,16,1
26/6/21,GermanyBIG,EuropeMOUZ,nuke,24,20,4,1.13,14,16,1
26/6/21,GermanyBIG,EuropeMOUZ,mrg,25,20,5,1.17,19,16,1
24/6/21,GermanyBIG,BrazilFURIA,vtg,19,14,5,1.22,11,16,1
24/6/21,GermanyBIG,BrazilFURIA,inf,22,17,5,1.18,14,16,1
24/6/21,GermanyBIG,BrazilFURIA,mrg,18,21,-3,0.91,16,14,1
24/6/21,GermanyBIG,FranceLDLC,d2,19,19,0,1.09,16,14,3
24/6/21,GermanyBIG,FranceLDLC,vtg,26,23,3,1.29,16,14,3
24/6/21,GermanyBIG,FranceLDLC,inf,14,16,-2,0.96,11,16,3
24/6/21,GermanyBIG,EuropeFaZe,ovp,26,19,7,1.29,16,19,1
24/6/21,GermanyBIG,EuropeFaZe,nuke,17,20,-3,1.01,16,8,1
24/6/21,GermanyBIG,EuropeFaZe,inf,19,11,8,1.23,9,16,1
23/6/21,GermanyBIG,Czech RepublicSINNERS,vtg,20,21,-1,0.92,16,14,2
23/6/21,GermanyBIG,Czech RepublicSINNERS,anc,8,19,-11,0.57,16,6,2
23/6/21,GermanyBIG,Czech RepublicSINNERS,mrg,16,19,-3,0.93,11,16,2
22/6/21,GermanyBIG,TurkeySangal,mrg,25,12,13,1.36,11,16,3
22/6/21,GermanyBIG,TurkeySangal,vtg,16,17,-1,1.05,11,16,3
22/6/21,GermanyBIG,TurkeySangal,inf,18,18,0,0.97,16,10,3
18/6/21,GermanyBIG,SwedenNinjas in Pyjamas,inf,25,17,8,1.32,16,12,1
18/6/21,GermanyBIG,SwedenNinjas in Pyjamas,d2,20,18,2,1.02,16,10,1
17/6/21,GermanyBIG,UkraineNatus Vincere,inf,27,18,9,1.28,16,14,1
17/6/21,GermanyBIG,UkraineNatus Vincere,d2,11,17,-6,0.84,16,2,1
16/6/21,GermanyBIG,EuropeG2,vtg,31,13,18,1.92,10,16,1
16/6/21,GermanyBIG,EuropeG2,mrg,6,20,-14,0.33,16,7,1
16/6/21,GermanyBIG,EuropeG2,d2,20,14,6,1.27,11,16,1
14/6/21,GermanyBIG,GermanyALTERNATE aTTaX,d2,11,16,-5,0.95,11,16,3
14/6/21,GermanyBIG,GermanyALTERNATE aTTaX,vtg,14,10,4,1.38,2,16,3
08/06/21,GermanyBIG,FranceLDLC,d2,20,11,9,1.3,7,16,3
08/06/21,GermanyBIG,FranceLDLC,anc,22,23,-1,1.05,16,13,3
08/06/21,GermanyBIG,FranceLDLC,vtg,18,19,-1,1,13,16,3
07/06/21,GermanyBIG,BelarusNemiga,d2,21,14,7,1.18,7,16,3
07/06/21,GermanyBIG,BelarusNemiga,ovp,26,11,15,1.83,5,16,3
03/06/21,GermanyBIG,RussiaFORZE,ovp,16,18,-2,0.9,16,9,2
03/06/21,GermanyBIG,RussiaFORZE,d2,21,12,9,1.31,9,16,2
03/06/21,GermanyBIG,RussiaFORZE,mrg,24,23,1,0.94,19,17,2
02/06/21,GermanyBIG,EuropeOG,mrg,19,17,2,1.18,16,9,1
02/06/21,GermanyBIG,EuropeOG,nuke,16,15,1,1.14,13,16,1
02/06/21,GermanyBIG,EuropeOG,d2,20,21,-1,1.15,16,14,1
02/06/21,GermanyBIG,RussiaEntropiq,vtg,20,13,7,1.22,11,16,2
02/06/21,GermanyBIG,RussiaEntropiq,mrg,18,15,3,1.23,10,16,2
01/06/21,GermanyBIG,PolandWisla Krakow,nuke,20,22,-2,1.02,12,16,3
01/06/21,GermanyBIG,PolandWisla Krakow,d2,23,11,12,1.61,8,16,3
01/06/21,GermanyBIG,PolandWisla Krakow,trn,21,15,6,1.2,10,16,3
01/06/21,GermanyBIG,PolandWisla Krakow,d2,18,12,6,1.17,8,16,3
30/5/21,GermanyBIG,DenmarkAstralis,vtg,22,14,8,1.42,11,16,1
30/5/21,GermanyBIG,DenmarkAstralis,d2,20,18,2,1.1,13,16,1
30/5/21,GermanyBIG,DenmarkAstralis,nuke,15,21,-6,0.75,16,12,1
26/5/21,GermanyBIG,SwedenNinjas in Pyjamas,trn,12,26,-14,0.58,16,14,1
26/5/21,GermanyBIG,SwedenNinjas in Pyjamas,ovp,14,18,-4,0.9,16,6,1
26/5/21,GermanyBIG,SwedenNinjas in Pyjamas,d2,14,14,0,1.06,10,16,1
25/5/21,GermanyBIG,FranceDBL PONEY,d2,17,17,0,1.05,12,16,3
25/5/21,GermanyBIG,FranceDBL PONEY,nuke,17,17,0,1.09,16,8,3
25/5/21,GermanyBIG,FranceDBL PONEY,vtg,19,15,4,1.25,9,16,3
22/5/21,GermanyBIG,GermanySprout,vtg,39,22,17,1.66,17,19,2
22/5/21,GermanyBIG,GermanySprout,d2,29,25,4,1.18,19,17,2
22/5/21,GermanyBIG,GermanySprout,trn,20,17,3,1.29,8,16,2
19/5/21,GermanyBIG,EuropeMOUZ,nuke,15,18,-3,0.73,16,11,1
19/5/21,GermanyBIG,EuropeMOUZ,mrg,15,18,-3,0.94,16,5,1
18/5/21,GermanyBIG,PortugalSAW,vtg,22,22,0,1,16,14,2
18/5/21,GermanyBIG,PortugalSAW,nuke,23,20,3,1.25,16,13,2
18/5/21,GermanyBIG,PortugalSAW,d2,28,12,16,1.76,8,16,2
11/05/21,GermanyBIG,EuropeComplexity,d2,20,12,8,1.42,8,16,2
11/05/21,GermanyBIG,EuropeComplexity,nuke,23,22,1,1.19,14,16,2
05/05/21,GermanyBIG,KosovoBLINK,mrg,21,13,8,1.34,9,16,3
05/05/21,GermanyBIG,KosovoBLINK,trn,24,20,4,1.16,16,12,3
05/05/21,GermanyBIG,KosovoBLINK,d2,17,4,13,1.9,2,16,3
04/05/21,GermanyBIG,SwedenApeks,d2,27,11,16,1.55,10,16,2
04/05/21,GermanyBIG,SwedenApeks,mrg,21,19,2,1.15,16,11,2
04/05/21,GermanyBIG,SwedenApeks,ovp,29,22,7,1.32,17,19,2
01/05/21,GermanyBIG,FranceVitality,nuke,13,18,-5,0.71,16,7,1
01/05/21,GermanyBIG,FranceVitality,mrg,15,21,-6,0.89,16,11,1
30/4/21,GermanyBIG,DenmarkHeroic,nuke,23,17,6,1.32,16,12,1
30/4/21,GermanyBIG,DenmarkHeroic,mrg,22,18,4,1.15,16,10,1
29/4/21,GermanyBIG,BrazilFURIA,vtg,10,12,-2,0.87,6,16,1
27/4/21,GermanyBIG,EuropeMOUZ,d2,24,17,7,1.24,16,12,1
27/4/21,GermanyBIG,EuropeMOUZ,nuke,21,23,-2,0.97,16,13,1
27/4/21,GermanyBIG,EuropeFunPlus Phoenix,vtg,11,17,-6,0.76,16,4,3
27/4/21,GermanyBIG,EuropeFunPlus Phoenix,mrg,17,15,2,1.03,12,16,3
27/4/21,GermanyBIG,EuropeFunPlus Phoenix,trn,18,19,-1,1.02,16,13,3
26/4/21,GermanyBIG,North AmericaExtra Salt,ovp,26,19,7,1.26,14,16,3
26/4/21,GermanyBIG,North AmericaExtra Salt,vtg,24,20,4,1.28,14,16,3
26/4/21,GermanyBIG,North AmericaExtra Salt,trn,22,17,5,1.2,13,16,3
26/4/21,GermanyBIG,North AmericaExtra Salt,d2,22,17,5,1.23,16,14,3
25/4/21,GermanyBIG,RussiaFORZE,nuke,21,16,5,1.19,12,16,2
25/4/21,GermanyBIG,RussiaFORZE,d2,16,19,-3,0.96,12,16,2
24/4/21,GermanyBIG,FinlandHAVU,trn,34,17,17,1.79,11,16,2
24/4/21,GermanyBIG,FinlandHAVU,mrg,21,10,11,1.63,5,16,2
23/4/21,GermanyBIG,EuropeComplexity,d2,32,19,13,1.4,16,19,2
23/4/21,GermanyBIG,EuropeComplexity,mrg,21,19,2,1.02,16,19,2
22/4/21,GermanyBIG,North AmericaEvil Geniuses,nuke,17,17,0,1.04,13,16,2
22/4/21,GermanyBIG,North AmericaEvil Geniuses,d2,16,19,-3,0.9,13,16,2
20/4/21,GermanyBIG,North AmericaExtra Salt,nuke,12,17,-5,0.83,16,8,3
20/4/21,GermanyBIG,North AmericaExtra Salt,d2,21,16,5,1.21,10,16,3
20/4/21,GermanyBIG,North AmericaExtra Salt,trn,9,18,-9,0.56,16,6,3
03/04/21,GermanyBIG,FinlandHAVU,d2,17,16,1,0.91,16,9,2
03/04/21,GermanyBIG,FinlandHAVU,ovp,22,18,4,1.13,16,11,2
28/3/21,GermanyBIG,EuropeEndpoint,vtg,18,14,4,1.47,8,16,2
28/3/21,GermanyBIG,EuropeEndpoint,inf,18,20,-2,1.04,16,10,2
28/3/21,GermanyBIG,EuropeEndpoint,d2,18,15,3,1.09,10,16,2
12/03/21,GermanyBIG,AustraliaRenegades,d2,18,24,-6,0.83,16,13,1
12/03/21,GermanyBIG,AustraliaRenegades,inf,10,23,-13,0.65,19,15,1
11/03/21,GermanyBIG,EuropeFunPlus Phoenix,nuke,18,19,-1,1.03,16,14,3
11/03/21,GermanyBIG,EuropeFunPlus Phoenix,mrg,27,15,12,1.56,10,16,3
11/03/21,GermanyBIG,EuropeFunPlus Phoenix,inf,30,21,9,1.16,19,17,3
10/03/21,GermanyBIG,EuropeComplexity,d2,13,8,5,1.19,7,16,2
10/03/21,GermanyBIG,EuropeComplexity,mrg,20,13,7,1.17,12,16,2
09/03/21,GermanyBIG,DenmarkHeroic,vtg,21,20,1,1.1,16,10,1
09/03/21,GermanyBIG,DenmarkHeroic,mrg,30,13,17,1.99,7,16,1
09/03/21,GermanyBIG,DenmarkHeroic,nuke,16,16,0,1.12,16,12,1
08/03/21,GermanyBIG,EuropeOG,inf,9,17,-8,0.49,16,6,1
08/03/21,GermanyBIG,EuropeOG,nuke,25,17,8,1.16,16,14,1
08/03/21,GermanyBIG,EuropeOG,ovp,14,20,-6,0.76,14,16,1
19/2/21,GermanyBIG,EuropeG2,mrg,17,20,-3,0.92,16,12,1
19/2/21,GermanyBIG,EuropeG2,inf,11,16,-5,0.82,16,10,1
18/2/21,GermanyBIG,DenmarkHeroic,nuke,22,21,1,1.06,16,14,1
18/2/21,GermanyBIG,DenmarkHeroic,inf,19,18,1,0.93,16,12,1
17/2/21,GermanyBIG,BrazilMIBR,nuke,20,9,11,1.56,7,16,2
17/2/21,GermanyBIG,BrazilMIBR,d2,11,9,2,1.05,3,16,2
16/2/21,GermanyBIG,RussiaSpirit,mrg,12,22,-10,0.74,16,13,1
16/2/21,GermanyBIG,RussiaSpirit,ovp,14,21,-7,0.8,16,11,1
16/2/21,GermanyBIG,EuropeMovistar Riders,inf,22,10,12,1.53,6,16,2
06/02/21,GermanyBIG,SwedenNinjas in Pyjamas,ovp,20,19,1,1.01,14,16,1
06/02/21,GermanyBIG,SwedenNinjas in Pyjamas,vtg,17,8,9,1.63,2,16,1
06/02/21,GermanyBIG,DenmarkAstralis,inf,13,13,0,1.03,8,16,1
06/02/21,GermanyBIG,DenmarkAstralis,vtg,25,20,5,1.33,14,16,1
05/02/21,GermanyBIG,SwedenNinjas in Pyjamas,mrg,20,20,0,1.04,16,12,1
05/02/21,GermanyBIG,SwedenNinjas in Pyjamas,ovp,28,30,-2,1,22,19,1
04/02/21,GermanyBIG,EuropeOG,d2,22,17,5,1.07,13,16,1
04/02/21,GermanyBIG,EuropeOG,inf,20,17,3,1.21,12,16,1
30/1/21,GermanyBIG,RussiaSpirit,d2,22,27,-5,0.91,19,17,1
30/1/21,GermanyBIG,RussiaSpirit,nuke,28,17,11,1.43,16,12,1
30/1/21,GermanyBIG,RussiaSpirit,inf,21,18,3,1.2,14,16,1
28/1/21,GermanyBIG,United StatesEvil Geniuses,nuke,16,10,6,1.24,7,16,2
28/1/21,GermanyBIG,United StatesEvil Geniuses,d2,12,12,0,0.89,6,16,2
28/1/21,GermanyBIG,United StatesEvil Geniuses,inf,20,17,3,1.23,16,13,2
27/1/21,GermanyBIG,EuropeHellRaisers,mrg,24,12,12,1.71,7,16,2
27/1/21,GermanyBIG,EuropeHellRaisers,inf,23,15,8,1.45,13,16,2
17/1/21,GermanyBIG,GermanySprout,nuke,18,18,0,0.97,16,10,2
17/1/21,GermanyBIG,GermanySprout,d2,26,33,-7,0.83,25,22,2
17/1/21,GermanyBIG,GermanySprout,vtg,19,24,-5,0.9,16,19,2
17/1/21,GermanyBIG,GermanyRhein Neckar,nuke,21,9,12,1.87,2,16,3
17/1/21,GermanyBIG,GermanyRhein Neckar,vtg,22,20,2,1.3,14,16,3
19/12/20,GermanyBIG,United StatesLiquid,nuke,22,17,5,1.08,16,14,1
19/12/20,GermanyBIG,United StatesLiquid,inf,17,18,-1,1.01,16,11,1
16/12/20,GermanyBIG,DenmarkAstralis,d2,21,16,5,1.14,10,16,1
16/12/20,GermanyBIG,DenmarkAstralis,vtg,25,24,1,1.03,19,22,1
15/12/20,GermanyBIG,FranceVitality,nuke,22,24,-2,1.09,13,16,1
15/12/20,GermanyBIG,FranceVitality,inf,13,18,-5,0.78,16,7,1
15/12/20,GermanyBIG,FranceVitality,vtg,25,25,0,1.06,17,19,1
13/12/20,GermanyBIG,DenmarkAstralis,d2,16,19,-3,0.9,16,6,1
